# Every fact this catalog acts on, and which inputs decided it. See docs/FACTS.md.
# GENERATED by cmd/gen-gcp. Do not hand-edit.
# A source prefixed ! said the opposite and was overruled.
#
# type	path	fact	value	sources
gcp.dataproc.workflowtemplate	placement.managedCluster.config.secondaryWorkerConfig.isPreemptible	output	true	discovery
gcp.dataproc.workflowtemplate	placement.managedCluster.config.secondaryWorkerConfig.managedGroupConfig	output	true	discovery
gcp.dataproc.workflowtemplate	placement.managedCluster.config.secondaryWorkerConfig.managedGroupConfig.instanceGroupManagerName	output	true	discovery
gcp.dataproc.workflowtemplate	placement.managedCluster.config.secondaryWorkerConfig.managedGroupConfig.instanceGroupManagerUri	output	true	discovery
gcp.dataproc.workflowtemplate	placement.managedCluster.config.secondaryWorkerConfig.managedGroupConfig.instanceTemplateName	output	true	discovery
gcp.dataproc.workflowtemplate	placement.managedCluster.config.workerConfig.instanceFlexibilityPolicy.instanceMachineTypes	output	true	discovery
gcp.dataproc.workflowtemplate	placement.managedCluster.config.workerConfig.instanceFlexibilityPolicy.instanceSelectionResults	output	true	discovery
gcp.dataproc.workflowtemplate	placement.managedCluster.config.workerConfig.instanceFlexibilityPolicy.instanceSelectionResults[].machineType	output	true	discovery
gcp.dataproc.workflowtemplate	placement.managedCluster.config.workerConfig.instanceFlexibilityPolicy.instanceSelectionResults[].vmCount	output	true	discovery
gcp.dataproc.workflowtemplate	placement.managedCluster.config.workerConfig.instanceNames	output	true	discovery
gcp.dataproc.workflowtemplate	placement.managedCluster.config.workerConfig.instanceReferences	output	true	discovery
gcp.dataproc.workflowtemplate	placement.managedCluster.config.workerConfig.isPreemptible	output	true	discovery
gcp.dataproc.workflowtemplate	placement.managedCluster.config.workerConfig.managedGroupConfig	output	true	discovery
gcp.dataproc.workflowtemplate	placement.managedCluster.config.workerConfig.managedGroupConfig.instanceGroupManagerName	output	true	discovery
gcp.dataproc.workflowtemplate	placement.managedCluster.config.workerConfig.managedGroupConfig.instanceGroupManagerUri	output	true	discovery
gcp.dataproc.workflowtemplate	placement.managedCluster.config.workerConfig.managedGroupConfig.instanceTemplateName	output	true	discovery
gcp.dataproc.workflowtemplate	updateTime	output	true	discovery
gcp.dataset		clear_before_delete	none	default
gcp.dataset		create_await	none	discovery
gcp.dataset		create_url	projects/{{project}}/datasets?accessPolicyVersion=3	mm
gcp.dataset		create_verb	POST	discovery
gcp.dataset		delete_await	none	discovery
gcp.dataset		delete_url	projects/{{project}}/datasets/{{dataset_id}}	mm
gcp.dataset		lock_field	none	default
gcp.dataset		patch_one_field	false	default
gcp.dataset		setters	none	default
gcp.dataset		timeout	60	default
gcp.dataset		update_await	none	discovery
gcp.dataset		update_mask	none	discovery
gcp.dataset		update_verb	PATCH	discovery
gcp.dataset	access	unordered	true	mm
gcp.dataset	access[].condition.expression	required	true	mm
gcp.dataset	access[].dataset.dataset	required	true	mm
gcp.dataset	access[].dataset.dataset.datasetId	required	true	mm
gcp.dataset	access[].dataset.dataset.projectId	required	true	mm
gcp.dataset	access[].dataset.targetTypes	required	true	mm
gcp.dataset	access[].routine.datasetId	required	true	mm
gcp.dataset	access[].routine.projectId	required	true	mm
gcp.dataset	access[].routine.routineId	required	true	mm
gcp.dataset	access[].view.datasetId	required	true	mm
gcp.dataset	access[].view.projectId	required	true	mm
gcp.dataset	access[].view.tableId	required	true	mm
gcp.dataset	catalogSource	output	true	discovery
gcp.dataset	creationTime	output	true	discovery+mm
gcp.dataset	datasetReference	immutable	true	mm
gcp.dataset	datasetReference	required	true	mm
gcp.dataset	datasetReference.datasetId	immutable	true	mm
gcp.dataset	datasetReference.datasetId	required	true	mm
gcp.dataset	defaultEncryptionConfiguration.kmsKeyName	required	true	mm
gcp.dataset	etag	output	true	discovery+mm
gcp.dataset	externalDatasetReference	immutable	true	mm
gcp.dataset	externalDatasetReference.connection	immutable	true	mm
gcp.dataset	externalDatasetReference.connection	required	true	mm
gcp.dataset	externalDatasetReference.externalSource	immutable	true	mm
gcp.dataset	externalDatasetReference.externalSource	required	true	mm
gcp.dataset	id	output	true	discovery
gcp.dataset	kind	output	true	discovery
gcp.dataset	lastModifiedTime	output	true	discovery+mm
gcp.dataset	linkedDatasetMetadata	output	true	discovery
gcp.dataset	linkedDatasetMetadata.linkState	output	true	discovery
gcp.dataset	location	equivalence	case	mm
gcp.dataset	location	immutable	true	mm
gcp.dataset	restrictions	output	true	discovery
gcp.dataset	restrictions.type	output	true	discovery
gcp.dataset	satisfiesPzi	output	true	discovery
gcp.dataset	satisfiesPzs	output	true	discovery
gcp.dataset	selfLink	output	true	discovery
gcp.dataset	tags	output	true	discovery
gcp.dataset	type_value	output	true	discovery
gcp.defaultobjectaccesscontrol		clear_before_delete	none	default
gcp.defaultobjectaccesscontrol		create_await	none	discovery
gcp.defaultobjectaccesscontrol		create_url	b/{{bucket}}/defaultObjectAcl	mm
gcp.defaultobjectaccesscontrol		create_verb	POST	discovery
gcp.defaultobjectaccesscontrol		delete_await	none	discovery
gcp.defaultobjectaccesscontrol		delete_url	b/{{bucket}}/defaultObjectAcl/{{entity}}	mm
gcp.defaultobjectaccesscontrol		lock_field	none	default
gcp.defaultobjectaccesscontrol		patch_one_field	false	default
gcp.defaultobjectaccesscontrol		setters	none	default
gcp.defaultobjectaccesscontrol		timeout	60	default
gcp.defaultobjectaccesscontrol		update_await	none	discovery
gcp.defaultobjectaccesscontrol		update_mask	none	discovery
gcp.defaultobjectaccesscontrol		update_verb	PATCH	discovery
gcp.defaultobjectaccesscontrol	bucket	equivalence	self_link	mm
gcp.defaultobjectaccesscontrol	bucket	input_only	true	mm
gcp.defaultobjectaccesscontrol	bucket	required	true	mm
gcp.defaultobjectaccesscontrol	domain	output	true	mm
gcp.defaultobjectaccesscontrol	email	output	true	mm
gcp.defaultobjectaccesscontrol	entity	required	true	mm
gcp.defaultobjectaccesscontrol	entityId	output	true	mm
gcp.defaultobjectaccesscontrol	generation	output	true	mm
gcp.defaultobjectaccesscontrol	kind	output	true	discovery
gcp.defaultobjectaccesscontrol	projectTeam	output	true	mm
gcp.defaultobjectaccesscontrol	role	required	true	mm
gcp.deliverypipeline		clear_before_delete	none	default
gcp.deliverypipeline		create_await	longrunning	discovery
gcp.deliverypipeline		create_url	projects/{{project}}/locations/{{location}}/deliveryPipelines?deliveryPipelineId={{name}}	mm
gcp.deliverypipeline		create_verb	POST	discovery
gcp.deliverypipeline		delete_await	longrunning	discovery
gcp.deliverypipeline		delete_url	projects/{{project}}/locations/{{location}}/deliveryPipelines/{{name}}	mm
gcp.deliverypipeline		lock_field	none	default
gcp.deliverypipeline		patch_one_field	false	default
gcp.deliverypipeline		setters	none	default
gcp.deliverypipeline		timeout	1200	default
gcp.deliverypipeline		update_await	longrunning	discovery
gcp.deliverypipeline		update_mask	query	discovery
gcp.deliverypipeline		update_verb	PATCH	discovery
gcp.deliverypipeline	condition	output	true	discovery
gcp.deliverypipeline	createTime	output	true	discovery
gcp.deliverypipeline	name	required	true	mm
gcp.deliverypipeline	uid	output	true	discovery
gcp.deliverypipeline	updateTime	output	true	discovery
gcp.deploypolicy		clear_before_delete	none	default
gcp.deploypolicy		create_await	longrunning	discovery
gcp.deploypolicy		create_url	projects/{{project}}/locations/{{location}}/deployPolicies?deployPolicyId={{deployPolicyId}}	mm
gcp.deploypolicy		create_verb	POST	discovery
gcp.deploypolicy		delete_await	longrunning	discovery
gcp.deploypolicy		delete_url	projects/{{project}}/locations/{{location}}/deployPolicies/{{name}}	mm
gcp.deploypolicy		lock_field	none	default
gcp.deploypolicy		patch_one_field	false	default
gcp.deploypolicy		setters	none	default
gcp.deploypolicy		timeout	1200	default
gcp.deploypolicy		update_await	longrunning	discovery
gcp.deploypolicy		update_mask	query	mm
gcp.deploypolicy		update_verb	PATCH	mm
gcp.deploypolicy	createTime	output	true	discovery+mm
gcp.deploypolicy	deployPolicyId	immutable	true	discovery
gcp.deploypolicy	etag	output	true	mm
gcp.deploypolicy	name	immutable	true	mm
gcp.deploypolicy	name	output	true	discovery
gcp.deploypolicy	name	required	false	!mm+discovery
gcp.deploypolicy	rules	required	true	mm
gcp.deploypolicy	rules[].rolloutRestriction.id	required	true	mm
gcp.deploypolicy	rules[].rolloutRestriction.timeWindows.oneTimeWindows[].endDate	required	true	mm
gcp.deploypolicy	rules[].rolloutRestriction.timeWindows.oneTimeWindows[].endTime	required	true	mm
gcp.deploypolicy	rules[].rolloutRestriction.timeWindows.oneTimeWindows[].startDate	required	true	mm
gcp.deploypolicy	rules[].rolloutRestriction.timeWindows.oneTimeWindows[].startTime	required	true	mm
gcp.deploypolicy	rules[].rolloutRestriction.timeWindows.timeZone	required	true	mm
gcp.deploypolicy	selectors	required	true	mm
gcp.deploypolicy	uid	output	true	discovery+mm
gcp.deploypolicy	updateTime	output	true	discovery+mm
gcp.dns.policy		clear_before_delete	networks	observed+ruling
gcp.dns.policy		create_await	none	discovery
gcp.dns.policy		create_url	projects/{{project}}/policies	mm
gcp.dns.policy		create_verb	POST	discovery
gcp.dns.policy		delete_await	none	discovery
gcp.dns.policy		delete_url	projects/{project}/policies/{policy}	discovery
gcp.dns.policy		lock_field	none	default
gcp.dns.policy		patch_one_field	false	default
gcp.dns.policy		setters	none	default
gcp.dns.policy		timeout	60	default
gcp.dns.policy		update_await	none	discovery
gcp.dns.policy		update_mask	none	discovery
gcp.dns.policy		update_verb	PATCH	discovery
gcp.dns.policy	alternativeNameServerConfig.kind	output	true	discovery
gcp.dns.policy	alternativeNameServerConfig.targetNameServers	required	true	mm
gcp.dns.policy	alternativeNameServerConfig.targetNameServers	unordered	true	mm
gcp.dns.policy	alternativeNameServerConfig.targetNameServers[].ipv4Address	required	true	mm
gcp.dns.policy	alternativeNameServerConfig.targetNameServers[].kind	output	true	discovery
gcp.dns.policy	description	required	true	ruling
gcp.dns.policy	dns64Config	immutable	true	mm
gcp.dns.policy	dns64Config.kind	output	true	discovery
gcp.dns.policy	dns64Config.scope	required	true	mm
gcp.dns.policy	dns64Config.scope.kind	output	true	discovery
gcp.dns.policy	id	immutable	true	mm
gcp.dns.policy	kind	output	true	discovery
gcp.dns.policy	name	immutable	true	mm
gcp.dns.policy	name	required	true	mm
gcp.dns.policy	networks	unordered	true	mm
gcp.dns.policy	networks[].kind	output	true	discovery
gcp.dns.policy	networks[].networkUrl	equivalence	self_link	mm
gcp.dns.policy	networks[].networkUrl	required	true	mm
gcp.dnsauthorization		clear_before_delete	none	default
gcp.dnsauthorization		create_await	longrunning	discovery
gcp.dnsauthorization		create_url	projects/{{project}}/locations/{{location}}/dnsAuthorizations?dnsAuthorizationId={{name}}	mm
gcp.dnsauthorization		create_verb	POST	discovery
gcp.dnsauthorization		delete_await	longrunning	discovery
gcp.dnsauthorization		delete_url	projects/{{project}}/locations/{{location}}/dnsAuthorizations/{{name}}	mm
gcp.dnsauthorization		lock_field	none	default
gcp.dnsauthorization		patch_one_field	false	default
gcp.dnsauthorization		setters	none	default
gcp.dnsauthorization		timeout	1200	default
gcp.dnsauthorization		update_await	longrunning	discovery
gcp.dnsauthorization		update_mask	query	mm
gcp.dnsauthorization		update_verb	PATCH	mm
gcp.dnsauthorization	createTime	output	true	discovery
gcp.dnsauthorization	dnsResourceRecord	output	true	discovery+mm
gcp.dnsauthorization	dnsResourceRecord.data	output	true	discovery+mm
gcp.dnsauthorization	dnsResourceRecord.name	output	true	discovery+mm
gcp.dnsauthorization	dnsResourceRecord.type	output	true	discovery+mm
gcp.dnsauthorization	domain	immutable	true	discovery+mm
gcp.dnsauthorization	domain	required	true	mm
gcp.dnsauthorization	name	immutable	true	mm
gcp.dnsauthorization	name	required	true	mm
gcp.dnsauthorization	tags	immutable	true	discovery
gcp.dnsauthorization	tags	input_only	true	discovery
gcp.dnsauthorization	type_value	immutable	true	discovery+mm
gcp.dnsauthorization	updateTime	output	true	discovery
gcp.dnsthreatdetector		clear_before_delete	none	default
gcp.dnsthreatdetector		create_await	none	discovery
gcp.dnsthreatdetector		create_url	projects/{{project}}/locations/{{location}}/dnsThreatDetectors?dnsThreatDetectorId={{name}}	mm
gcp.dnsthreatdetector		create_verb	POST	discovery
gcp.dnsthreatdetector		delete_await	none	discovery
gcp.dnsthreatdetector		delete_url	projects/{{project}}/locations/{{location}}/dnsThreatDetectors/{{name}}	mm
gcp.dnsthreatdetector		lock_field	none	default
gcp.dnsthreatdetector		patch_one_field	false	default
gcp.dnsthreatdetector		setters	none	default
gcp.dnsthreatdetector		timeout	60	default
gcp.dnsthreatdetector		update_await	none	discovery
gcp.dnsthreatdetector		update_mask	query	mm
gcp.dnsthreatdetector		update_verb	PATCH	mm
gcp.dnsthreatdetector	createTime	output	true	discovery+mm
gcp.dnsthreatdetector	name	immutable	true	discovery+mm
gcp.dnsthreatdetector	name	required	true	mm
gcp.dnsthreatdetector	provider_value	immutable	true	mm
gcp.dnsthreatdetector	updateTime	output	true	discovery+mm
gcp.endpointpolicy		clear_before_delete	none	default
gcp.endpointpolicy		create_await	longrunning	discovery
gcp.endpointpolicy		create_url	projects/{{project}}/locations/global/endpointPolicies?endpointPolicyId={{name}}	mm
gcp.endpointpolicy		create_verb	POST	discovery
gcp.endpointpolicy		delete_await	longrunning	discovery
gcp.endpointpolicy		delete_url	projects/{{project}}/locations/global/endpointPolicies/{{name}}	mm
gcp.endpointpolicy		lock_field	none	default
gcp.endpointpolicy		patch_one_field	false	default
gcp.endpointpolicy		setters	none	default
gcp.endpointpolicy		timeout	1200	default
gcp.endpointpolicy		update_await	longrunning	discovery
gcp.endpointpolicy		update_mask	query	mm
gcp.endpointpolicy		update_verb	PATCH	mm
gcp.endpointpolicy	createTime	output	true	discovery+mm
gcp.endpointpolicy	endpointMatcher	required	true	mm
gcp.endpointpolicy	endpointMatcher.metadataLabelMatcher	required	true	mm
gcp.endpointpolicy	endpointMatcher.metadataLabelMatcher.metadataLabelMatchCriteria	required	true	mm
gcp.endpointpolicy	endpointMatcher.metadataLabelMatcher.metadataLabels[].labelName	required	true	mm
gcp.endpointpolicy	endpointMatcher.metadataLabelMatcher.metadataLabels[].labelValue	required	true	mm
gcp.endpointpolicy	name	immutable	true	mm
gcp.endpointpolicy	name	required	true	mm
gcp.endpointpolicy	trafficPortSelector.ports	required	true	mm
gcp.endpointpolicy	type_value	required	true	mm
gcp.endpointpolicy	updateTime	output	true	discovery+mm
gcp.enrollment		clear_before_delete	none	default
gcp.enrollment		create_await	longrunning	discovery
gcp.enrollment		create_url	projects/{{project}}/locations/{{location}}/enrollments?enrollmentId={{enrollment_id}}	mm
gcp.enrollment		create_verb	POST	discovery
gcp.enrollment		delete_await	longrunning	discovery
gcp.enrollment		delete_url	projects/{{project}}/locations/{{location}}/enrollments/{{enrollment_id}}	mm
gcp.enrollment		lock_field	none	default
gcp.enrollment		patch_one_field	false	default
gcp.enrollment		setters	none	default
gcp.enrollment		timeout	1200	default
gcp.enrollment		update_await	longrunning	discovery
gcp.enrollment		update_mask	query	mm
gcp.enrollment		update_verb	PATCH	mm
gcp.enrollment	celMatch	required	true	mm
gcp.enrollment	createTime	output	true	discovery+mm
gcp.enrollment	destination	required	true	mm
gcp.enrollment	enrollment_id	immutable	true	mm
gcp.enrollment	enrollment_id	required	true	mm
gcp.enrollment	etag	output	true	discovery+mm
gcp.enrollment	messageBus	immutable	true	discovery+mm
gcp.enrollment	messageBus	required	true	mm
gcp.enrollment	name	output	true	mm
gcp.enrollment	uid	output	true	discovery+mm
gcp.enrollment	updateTime	output	true	discovery+mm
gcp.environment		clear_before_delete	none	default
gcp.environment		create_await	longrunning	discovery
gcp.environment		create_url	projects/{{project}}/locations/{{location}}/environments	discovery
gcp.environment		create_verb	POST	discovery
gcp.environment		delete_await	longrunning	discovery
gcp.environment		delete_url	{+name}	discovery
gcp.environment		lock_field	none	default
gcp.environment		patch_one_field	false	default
gcp.environment		setters	none	default
gcp.environment		timeout	1200	default
gcp.environment		update_await	longrunning	discovery
gcp.environment		update_mask	query	discovery
gcp.environment		update_verb	PATCH	discovery
gcp.environment	config.airflowByoidUri	output	true	discovery
gcp.environment	config.airflowUri	output	true	discovery
gcp.environment	config.dagGcsPrefix	output	true	discovery
gcp.environment	config.gkeCluster	output	true	discovery
gcp.environment	config.privateEnvironmentConfig.cloudComposerNetworkIpv4ReservedRange	output	true	discovery
gcp.environment	config.privateEnvironmentConfig.privateClusterConfig.masterIpv4ReservedRange	output	true	discovery
gcp.environment	config.privateEnvironmentConfig.webServerIpv4ReservedRange	output	true	discovery
gcp.environment	createTime	output	true	discovery
gcp.environment	satisfiesPzi	output	true	discovery
gcp.environment	satisfiesPzs	output	true	discovery
gcp.environment	updateTime	output	true	discovery
gcp.environment	uuid	output	true	discovery
gcp.extensionbinding		clear_before_delete	none	default
gcp.extensionbinding		create_await	longrunning	discovery
gcp.extensionbinding		create_url	projects/{{project}}/locations/{{location}}/extensionBindings?extensionBindingId={{extensionBindingId}}	discovery
gcp.extensionbinding		create_verb	POST	discovery
gcp.extensionbinding		delete_await	longrunning	discovery
gcp.extensionbinding		delete_url	{+name}	discovery
gcp.extensionbinding		lock_field	none	default
gcp.extensionbinding		patch_one_field	false	default
gcp.extensionbinding		setters	none	default
gcp.extensionbinding		timeout	1200	default
gcp.extensionbinding		update_await	longrunning	discovery
gcp.extensionbinding		update_mask	query	discovery
gcp.extensionbinding		update_verb	PATCH	discovery
gcp.extensionbinding	createTime	output	true	discovery
gcp.extensionbinding	extensionBindingId	immutable	true	discovery
gcp.extensionbinding	extensionBindingId	required	true	discovery
gcp.extensionbinding	name	output	true	discovery
gcp.extensionbinding	updateTime	output	true	discovery
gcp.externalvpngateway		clear_before_delete	none	default
gcp.externalvpngateway		create_await	compute_operation	discovery
gcp.externalvpngateway		create_url	projects/{{project}}/global/externalVpnGateways	mm
gcp.externalvpngateway		create_verb	POST	discovery
gcp.externalvpngateway		delete_await	compute_operation	discovery
gcp.externalvpngateway		delete_url	projects/{project}/global/externalVpnGateways/{externalVpnGateway}	discovery
gcp.externalvpngateway		lock_field	none	default
gcp.externalvpngateway		patch_one_field	false	default
gcp.externalvpngateway		setters	labels=setLabels	mm+discovery
gcp.externalvpngateway		timeout	600	default
gcp.externalvpngateway		update_await	none	default
gcp.externalvpngateway		update_mask	none	default
gcp.externalvpngateway		update_verb	none	default
gcp.externalvpngateway	creationTimestamp	output	true	discovery
gcp.externalvpngateway	description	immutable	true	discovery
gcp.externalvpngateway	id	output	true	discovery
gcp.externalvpngateway	interfaces	immutable	true	discovery
gcp.externalvpngateway	kind	output	true	discovery
gcp.externalvpngateway	labelFingerprint	output	true	mm
gcp.externalvpngateway	name	immutable	true	discovery
gcp.externalvpngateway	name	required	true	mm
gcp.externalvpngateway	params	immutable	true	mm+discovery
gcp.externalvpngateway	params	input_only	true	discovery+mm
gcp.externalvpngateway	params.resourceManagerTags	input_only	true	mm
gcp.externalvpngateway	redundancyType	immutable	true	discovery
gcp.externalvpngateway	selfLink	output	true	discovery
gcp.feed		clear_before_delete	none	default
gcp.feed		create_await	none	discovery
gcp.feed		create_url	{+parent}/feeds	discovery
gcp.feed		create_verb	POST	discovery
gcp.feed		delete_await	none	discovery
gcp.feed		delete_url	{+name}	discovery
gcp.feed		lock_field	none	default
gcp.feed		patch_one_field	false	default
gcp.feed		setters	none	default
gcp.feed		timeout	60	default
gcp.feed		update_await	none	discovery
gcp.feed		update_mask	body:updateMask	discovery
gcp.feed		update_verb	PATCH	discovery
gcp.feed	feedId	immutable	true	discovery
gcp.file.backup		clear_before_delete	none	default
gcp.file.backup		create_await	longrunning	discovery
gcp.file.backup		create_url	projects/{{project}}/locations/{{location}}/backups?backupId={{backupId}}	discovery
gcp.file.backup		create_verb	POST	discovery
gcp.file.backup		delete_await	longrunning	discovery
gcp.file.backup		delete_url	{+name}	discovery
gcp.file.backup		lock_field	none	default
gcp.file.backup		patch_one_field	false	default
gcp.file.backup		setters	none	default
gcp.file.backup		timeout	1200	default
gcp.file.backup		update_await	longrunning	discovery
gcp.file.backup		update_mask	query	discovery
gcp.file.backup		update_verb	PATCH	discovery
gcp.file.backup	backupId	immutable	true	discovery
gcp.file.backup	backupId	required	true	discovery
gcp.file.backup	capacityGb	output	true	discovery
gcp.file.backup	createTime	output	true	discovery
gcp.file.backup	downloadBytes	output	true	discovery
gcp.file.backup	fileSystemProtocol	output	true	discovery
gcp.file.backup	kmsKey	immutable	true	discovery
gcp.file.backup	name	output	true	discovery
gcp.file.backup	satisfiesPzi	output	true	discovery
gcp.file.backup	satisfiesPzs	output	true	discovery
gcp.file.backup	sourceInstanceTier	output	true	discovery
gcp.file.backup	state	output	true	discovery
gcp.file.backup	storageBytes	output	true	discovery
gcp.file.backup	tags	immutable	true	discovery
gcp.file.backup	tags	input_only	true	discovery
gcp.file.instance		clear_before_delete	none	default
gcp.file.instance		create_await	longrunning	discovery
gcp.file.instance		create_url	projects/{{project}}/locations/{{location}}/instances?instanceId={{instanceId}}	discovery
gcp.file.instance		create_verb	POST	discovery
gcp.file.instance		delete_await	longrunning	discovery
gcp.file.instance		delete_url	{+name}	discovery
gcp.file.instance		lock_field	none	default
gcp.file.instance		patch_one_field	false	default
gcp.file.instance		setters	none	default
gcp.file.instance		timeout	1200	default
gcp.file.instance		update_await	longrunning	discovery
gcp.file.instance		update_mask	query	discovery
gcp.file.instance		update_verb	PATCH	discovery
gcp.file.instance	capacityStepSizeGb	output	true	discovery
gcp.file.instance	createTime	output	true	discovery
gcp.file.instance	customPerformanceSupported	output	true	discovery
gcp.file.instance	instanceId	immutable	true	discovery
gcp.file.instance	instanceId	required	true	discovery
gcp.file.instance	maxCapacityGb	output	true	discovery
gcp.file.instance	minCapacityGb	output	true	discovery
gcp.file.instance	name	output	true	discovery
gcp.file.instance	networks[].ipAddresses	output	true	discovery
gcp.file.instance	networks[].pscConfig.requestedIpAddress	immutable	true	discovery
gcp.file.instance	performanceLimits	output	true	discovery
gcp.file.instance	performanceLimits.maxIops	output	true	discovery
gcp.file.instance	performanceLimits.maxReadIops	output	true	discovery
gcp.file.instance	performanceLimits.maxReadThroughputBps	output	true	discovery
gcp.file.instance	performanceLimits.maxWriteIops	output	true	discovery
gcp.file.instance	performanceLimits.maxWriteThroughputBps	output	true	discovery
gcp.file.instance	protocol	immutable	true	discovery
gcp.file.instance	replication.replicas[].lastActiveSyncTime	output	true	discovery
gcp.file.instance	replication.replicas[].state	output	true	discovery
gcp.file.instance	replication.replicas[].stateReasons	output	true	discovery
gcp.file.instance	replication.replicas[].stateUpdateTime	output	true	discovery
gcp.file.instance	satisfiesPzi	output	true	discovery
gcp.file.instance	satisfiesPzs	output	true	discovery
gcp.file.instance	state	output	true	discovery
gcp.file.instance	statusMessage	output	true	discovery
gcp.file.instance	suspensionReasons	output	true	discovery
gcp.file.instance	tags	immutable	true	discovery
gcp.file.instance	tags	input_only	true	discovery
gcp.file.snapshot		clear_before_delete	none	default
gcp.file.snapshot		create_await	longrunning	discovery
gcp.file.snapshot		create_url	{+parent}/snapshots?snapshotId={{snapshotId}}	discovery
gcp.file.snapshot		create_verb	POST	discovery
gcp.file.snapshot		delete_await	longrunning	discovery
gcp.file.snapshot		delete_url	{+name}	discovery
gcp.file.snapshot		lock_field	none	default
gcp.file.snapshot		patch_one_field	false	default
gcp.file.snapshot		setters	none	default
gcp.file.snapshot		timeout	1200	default
gcp.file.snapshot		update_await	longrunning	discovery
gcp.file.snapshot		update_mask	query	discovery
gcp.file.snapshot		update_verb	PATCH	discovery
gcp.file.snapshot	createTime	output	true	discovery
gcp.file.snapshot	filesystemUsedBytes	output	true	discovery
gcp.file.snapshot	name	output	true	discovery
gcp.file.snapshot	snapshotId	immutable	true	discovery
gcp.file.snapshot	snapshotId	required	true	discovery
gcp.file.snapshot	state	output	true	discovery
gcp.file.snapshot	tags	immutable	true	discovery
gcp.file.snapshot	tags	input_only	true	discovery
gcp.firestore.databas		clear_before_delete	none	default
gcp.firestore.databas		create_await	longrunning	discovery
gcp.firestore.databas		create_url	projects/{{project}}/databases?databaseId={{databaseId}}	discovery
gcp.firestore.databas		create_verb	POST	discovery
gcp.firestore.databas		delete_await	longrunning	discovery
gcp.firestore.databas		delete_url	{+name}	discovery
gcp.firestore.databas		lock_field	none	default
gcp.firestore.databas		patch_one_field	false	default
gcp.firestore.databas		setters	none	default
gcp.firestore.databas		timeout	1200	default
gcp.firestore.databas		update_await	longrunning	discovery
gcp.firestore.databas		update_mask	query	discovery
gcp.firestore.databas		update_verb	PATCH	discovery
gcp.firestore.databas	cmekConfig.activeKeyVersion	output	true	discovery
gcp.firestore.databas	createTime	output	true	discovery
gcp.firestore.databas	databaseEdition	immutable	true	discovery
gcp.firestore.databas	databaseId	immutable	true	discovery
gcp.firestore.databas	databaseId	required	true	discovery
gcp.firestore.databas	deleteTime	output	true	discovery
gcp.firestore.databas	earliestVersionTime	output	true	discovery
gcp.firestore.databas	freeTier	output	true	discovery
gcp.firestore.databas	keyPrefix	output	true	discovery
gcp.firestore.databas	name	output	true	discovery
gcp.firestore.databas	previousId	output	true	discovery
gcp.firestore.databas	realtimeUpdatesMode	immutable	true	discovery
gcp.firestore.databas	sourceInfo	output	true	discovery
gcp.firestore.databas	tags	immutable	true	discovery
gcp.firestore.databas	tags	input_only	true	discovery
gcp.firestore.databas	uid	output	true	discovery
gcp.firestore.databas	updateTime	output	true	discovery
gcp.firestore.databas	versionRetentionPeriod	output	true	discovery
gcp.firewall		clear_before_delete	none	default
gcp.firewall		create_await	compute_operation	discovery
gcp.firewall		create_url	projects/{{project}}/global/firewalls	mm
gcp.firewall		create_verb	POST	discovery
gcp.firewall		delete_await	compute_operation	discovery
gcp.firewall		delete_url	projects/{project}/global/firewalls/{firewall}	discovery
gcp.firewall		lock_field	none	default
gcp.firewall		patch_one_field	false	default
gcp.firewall		setters	none	default
gcp.firewall		timeout	600	default
gcp.firewall		update_await	compute_operation	discovery
gcp.firewall		update_mask	none	default
gcp.firewall		update_verb	PATCH	mm
gcp.firewall	allowed	unordered	true	mm
gcp.firewall	allowed[].IPProtocol	equivalence	case	mm
gcp.firewall	allowed[].IPProtocol	required	true	mm
gcp.firewall	creationTimestamp	output	true	discovery+mm
gcp.firewall	denied	unordered	true	mm
gcp.firewall	denied[].IPProtocol	equivalence	case	mm
gcp.firewall	denied[].IPProtocol	required	true	mm
gcp.firewall	destinationRanges	unordered	true	mm
gcp.firewall	direction	immutable	true	mm
gcp.firewall	id	output	true	discovery
gcp.firewall	kind	output	true	discovery
gcp.firewall	logConfig.metadata	required	true	mm
gcp.firewall	name	immutable	true	mm
gcp.firewall	name	required	true	mm
gcp.firewall	network	equivalence	self_link	mm
gcp.firewall	network	required	true	mm
gcp.firewall	params	immutable	true	mm
gcp.firewall	params	input_only	true	discovery+mm
gcp.firewall	params.resourceManagerTags	input_only	true	mm
gcp.firewall	selfLink	output	true	discovery
gcp.firewall	sourceRanges	unordered	true	mm
gcp.firewall	sourceServiceAccounts	unordered	true	mm
gcp.firewall	sourceTags	unordered	true	mm
gcp.firewall	targetServiceAccounts	unordered	true	mm
gcp.firewall	targetTags	unordered	true	mm
gcp.firewallendpointassociation		clear_before_delete	none	default
gcp.firewallendpointassociation		create_await	longrunning	discovery
gcp.firewallendpointassociation		create_url	{{parent}}/locations/{{location}}/firewallEndpointAssociations?firewallEndpointAssociationId={{name}}	mm
gcp.firewallendpointassociation		create_verb	POST	discovery
gcp.firewallendpointassociation		delete_await	longrunning	discovery
gcp.firewallendpointassociation		delete_url	{{parent}}/locations/{{location}}/firewallEndpointAssociations/{{name}}	mm
gcp.firewallendpointassociation		lock_field	none	default
gcp.firewallendpointassociation		patch_one_field	false	default
gcp.firewallendpointassociation		setters	none	default
gcp.firewallendpointassociation		timeout	1200	default
